name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,brand,model_family,km_per_year,name_frequency
Tata Indica Vista Aqua TDI BSIII,2009,150000,30000,Diesel,Individual,Manual,First Owner,11,Tata,Tata Indica,2727.2727272727275,4.0
Tata Manza Aura Safire,2010,200000,50000,Petrol,Individual,Manual,First Owner,10,Tata,Tata Manza,5000.0,1.0
Maruti Ritz VDi,2010,148000,100000,Diesel,Individual,Manual,Second Owner,10,Maruti,Maruti Ritz,10000.0,19.0
Maruti Swift Dzire VXi,2011,254999,70000,Petrol,Individual,Manual,Second Owner,9,Maruti,Maruti Swift,7777.777777777777,6.0
Maruti Swift Dzire ZXI,2013,360000,60000,Petrol,Individual,Manual,Second Owner,7,Maruti,Maruti Swift,8571.42857142857,4.0
Maruti Alto LX,2006,95000,90000,Petrol,Individual,Manual,Second Owner,14,Maruti,Maruti Alto,6428.571428571428,30.0
Mahindra Bolero SLE BSIII,2007,185000,230000,Diesel,Individual,Manual,Second Owner,13,Mahindra,Mahindra Bolero,17692.30769230769,1.0
Tata Indica Vista Quadrajet VX,2012,185000,40000,Diesel,Individual,Manual,First Owner,8,Tata,Tata Indica,5000.0,5.0
Renault KWID RXL,2019,300000,15000,Petrol,Individual,Manual,First Owner,1,Renault,Renault KWID,15000.0,6.0
Hyundai Verna VTVT 1.6 SX,2018,800000,40000,Petrol,Individual,Manual,First Owner,2,Hyundai,Hyundai Verna,20000.0,1.0
Maruti Zen LX,2000,60000,50000,Petrol,Individual,Manual,First Owner,20,Maruti,Maruti Zen,2500.0,9.0
Fiat Punto 1.2 Active,2010,80000,50000,Petrol,Individual,Manual,Second Owner,10,Fiat,Fiat Punto,5000.0,1.0
Hyundai Xcent 1.2 VTVT S,2018,500000,8000,Petrol,Individual,Manual,First Owner,2,Hyundai,Hyundai Xcent,4000.0,3.0
Hyundai EON Era Plus,2013,250000,35000,Petrol,Individual,Manual,First Owner,7,Hyundai,Hyundai EON,5000.0,28.0
Tata New Safari DICOR 2.2 EX 4x2,2010,250000,80000,Diesel,Individual,Manual,First Owner,10,Tata,Tata New,8000.0,12.0
Maruti Wagon R LXI BSIII,2005,125000,50000,Petrol,Individual,Manual,Second Owner,15,Maruti,Maruti Wagon,3333.3333333333335,2.0
Maruti Alto LXi BSII,2002,100000,80000,Petrol,Individual,Manual,Fourth & Above Owner,18,Maruti,Maruti Alto,4444.444444444444,1.0
Mahindra Scorpio M2DI,2010,480000,90000,Diesel,Individual,Manual,First Owner,10,Mahindra,Mahindra Scorpio,9000.0,7.0
Mahindra KUV 100 G80 K2,2018,320000,30000,Petrol,Individual,Manual,Second Owner,2,Mahindra,Mahindra KUV,15000.0,2.0
Maruti A-Star Vxi,2010,130000,70000,Petrol,Individual,Manual,Second Owner,10,Maruti,Maruti A-Star,7000.0,7.0
Tata Indica DLS,2006,57000,80000,Diesel,Individual,Manual,Second Owner,14,Tata,Tata Indica,5714.285714285715,6.0
Hyundai Santro GLS I - Euro I,2005,75000,60000,Petrol,Individual,Manual,First Owner,15,Hyundai,Hyundai Santro,4000.0,3.0
Maruti 800 DX,2003,60000,35000,Petrol,Individual,Manual,First Owner,17,Maruti,Maruti 800,2058.823529411765,2.0
Maruti Alto LXi BSIII,2008,125000,70000,Petrol,Individual,Manual,First Owner,12,Maruti,Maruti Alto,5833.333333333333,14.0
Honda City 1.5 EXI S,2004,105000,100000,Petrol,Individual,Manual,Third Owner,16,Honda,Honda City,6250.0,1.0
Maruti Wagon R LXI DUO BSIII,2008,125000,152000,LPG,Individual,Manual,Second Owner,12,Maruti,Maruti Wagon,12666.666666666666,4.0
Maruti Zen LXI,1998,69000,70000,Petrol,Individual,Manual,Second Owner,22,Maruti,Maruti Zen,3181.818181818182,6.0
Tata Indigo LX,2012,130000,90000,Diesel,Individual,Manual,Second Owner,8,Tata,Tata Indigo,11250.0,4.0
Maruti Baleno Zeta 1.2,2019,630000,40000,Petrol,Individual,Manual,First Owner,1,Maruti,Maruti Baleno,40000.0,6.0
Honda Amaze E i-VTEC,2016,330000,50000,Petrol,Individual,Manual,Second Owner,4,Honda,Honda Amaze,12500.0,2.0
Maruti Wagon R VXI BS IV,2014,340000,15000,Petrol,Individual,Manual,Second Owner,6,Maruti,Maruti Wagon,2500.0,26.0
Hyundai Santro Xing XG eRLX Euro III,2006,60000,120000,Petrol,Individual,Manual,Third Owner,14,Hyundai,Hyundai Santro,8571.42857142857,3.0
Tata Safari Storme EX,2014,550000,78322,Diesel,Individual,Manual,First Owner,6,Tata,Tata Safari,13053.666666666666,4.0
Maruti Ertiga VDI,2014,480000,110000,Diesel,Individual,Manual,Second Owner,6,Maruti,Maruti Ertiga,18333.333333333332,11.0
Hyundai Verna 1.6 SX CRDi (O),2013,315000,80000,Diesel,Individual,Manual,Second Owner,7,Hyundai,Hyundai Verna,11428.57142857143,14.0
Ford Fiesta Titanium 1.5 TDCi,2012,165000,120000,Diesel,Individual,Manual,First Owner,8,Ford,Ford Fiesta,15000.0,4.0
Chevrolet Beat LS,2016,170000,125000,Petrol,Individual,Manual,First Owner,4,Chevrolet,Chevrolet Beat,31250.0,7.0
Maruti Baleno Delta 1.2,2018,550000,8000,Petrol,Individual,Manual,First Owner,2,Maruti,Maruti Baleno,4000.0,6.0
Volkswagen Ameo 1.2 MPI Trendline,2018,465000,13000,Petrol,Individual,Manual,First Owner,2,Volkswagen,Volkswagen Ameo,6500.0,1.0
Tata Indica Vista Quadrajet LX,2012,120000,80000,Diesel,Individual,Manual,Third Owner,8,Tata,Tata Indica,10000.0,6.0
Hyundai Verna 1.6 Xi ABS,2008,220000,54309,Petrol,Individual,Manual,First Owner,12,Hyundai,Hyundai Verna,4525.75,1.0
Ford Figo Diesel LXI,2011,180000,70000,Diesel,Individual,Manual,Second Owner,9,Ford,Ford Figo,7777.777777777777,3.0
Chevrolet Aveo 1.6 LT,2006,150000,34600,Petrol,Individual,Manual,Third Owner,14,Chevrolet,Chevrolet Aveo,2471.4285714285716,1.0
Tata Zest Revotron 1.2T XMS,2016,520000,25000,Petrol,Individual,Manual,First Owner,4,Tata,Tata Zest,6250.0,3.0
Tata Safari Storme EX,2013,430000,80000,Diesel,Individual,Manual,Third Owner,7,Tata,Tata Safari,11428.57142857143,4.0
Mahindra Bolero DI DX 8 Seater,2009,300000,55000,Diesel,Individual,Manual,Second Owner,11,Mahindra,Mahindra Bolero,5000.0,2.0
Hyundai Venue SX Opt Diesel,2020,1000000,5000,Diesel,Individual,Manual,First Owner,0,Hyundai,Hyundai Venue,5000.0,2.0
Honda WR-V i-DTEC VX,2017,725000,30000,Diesel,Individual,Manual,First Owner,3,Honda,Honda WR-V,10000.0,5.0
Hyundai Verna 1.4 EX,2011,500000,31000,Diesel,Individual,Manual,First Owner,9,Hyundai,Hyundai Verna,3444.4444444444443,1.0
Maruti Wagon R LXI BS IV,2011,250000,50000,Petrol,Individual,Manual,First Owner,9,Maruti,Maruti Wagon,5555.555555555556,9.0
Maruti Swift Dzire VDI,2018,700000,38217,Diesel,Individual,Manual,First Owner,2,Maruti,Maruti Swift,19108.5,54.0
Ford Figo Petrol ZXI,2011,185000,50000,Petrol,Individual,Manual,Third Owner,9,Ford,Ford Figo,5555.555555555556,2.0
Maruti Ritz VDi,2011,200000,120000,Diesel,Individual,Manual,First Owner,9,Maruti,Maruti Ritz,13333.333333333334,19.0
Mahindra Bolero DI,2004,315000,110000,Diesel,Individual,Manual,Third Owner,16,Mahindra,Mahindra Bolero,6875.0,7.0
Tata Harrier XZ BSIV,2019,1700000,10000,Diesel,Individual,Manual,First Owner,1,Tata,Tata Harrier,10000.0,2.0
Mahindra KUV 100 mFALCON G80 K8 5str,2016,370000,60000,Petrol,Individual,Manual,First Owner,4,Mahindra,Mahindra KUV,15000.0,2.0
Hyundai i10 Sportz,2011,250000,50000,Petrol,Individual,Manual,First Owner,9,Hyundai,Hyundai i10,5555.555555555556,3.0
Maruti Ignis 1.2 Delta BSIV,2019,500000,15000,Petrol,Individual,Manual,First Owner,1,Maruti,Maruti Ignis,15000.0,1.0
Toyota Corolla Altis 1.8 J,2008,400000,35000,Petrol,Individual,Manual,Second Owner,12,Toyota,Toyota Corolla,2916.6666666666665,1.0
Tata Manza Club Class Quadrajet90 LS,2014,200000,100000,Diesel,Individual,Manual,First Owner,6,Tata,Tata Manza,16666.666666666668,1.0
Maruti Swift Dzire VDI,2016,284000,40000,Diesel,Individual,Manual,Second Owner,4,Maruti,Maruti Swift,10000.0,54.0
Maruti Wagon R VXI Minor,2007,80000,60000,Petrol,Individual,Manual,Third Owner,13,Maruti,Maruti Wagon,4615.384615384615,4.0
Chevrolet Beat PS,2014,170000,77000,Petrol,Individual,Manual,First Owner,6,Chevrolet,Chevrolet Beat,12833.333333333334,3.0
Hyundai Accent Executive,2011,150000,60000,Petrol,Individual,Manual,First Owner,9,Hyundai,Hyundai Accent,6666.666666666667,4.0
Tata Manza Aura (ABS) Safire BS IV,2010,110000,77073,Petrol,Individual,Manual,Second Owner,10,Tata,Tata Manza,7707.3,2.0
Ford Figo Aspire 1.5 TDCi Titanium,2016,400000,70000,Diesel,Individual,Manual,First Owner,4,Ford,Ford Figo,17500.0,4.0
Hyundai i10 Magna LPG,2013,275000,90000,LPG,Individual,Manual,Second Owner,7,Hyundai,Hyundai i10,12857.142857142857,3.0
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,800000,186000,Diesel,Individual,Manual,Third Owner,7,Toyota,Toyota Innova,26571.428571428572,10.0
Mahindra Scorpio M2DI,2014,550000,90000,Diesel,Individual,Manual,First Owner,6,Mahindra,Mahindra Scorpio,15000.0,7.0
Maruti Alto LX BSIII,2007,125000,100000,Petrol,Individual,Manual,Second Owner,13,Maruti,Maruti Alto,7692.307692307692,8.0
Chevrolet Beat LT,2010,135000,80000,Petrol,Individual,Manual,Second Owner,10,Chevrolet,Chevrolet Beat,8000.0,11.0
Mahindra Scorpio LX BSIV,2012,349000,150000,Diesel,Individual,Manual,First Owner,8,Mahindra,Mahindra Scorpio,18750.0,2.0
Maruti Swift VDI BSIV,2014,458000,80000,Diesel,Individual,Manual,First Owner,6,Maruti,Maruti Swift,13333.333333333334,28.0
Maruti Alto K10 VXI,2018,300000,35000,Petrol,Individual,Manual,First Owner,2,Maruti,Maruti Alto,17500.0,20.0
Maruti Alto LXi,2008,95000,70000,Petrol,Individual,Manual,First Owner,12,Maruti,Maruti Alto,5833.333333333333,42.0
Maruti S-Cross Zeta DDiS 200 SH,2018,850000,50000,Diesel,Individual,Manual,First Owner,2,Maruti,Maruti S-Cross,25000.0,3.0
Ford Freestyle Titanium Diesel,2019,750000,25000,Diesel,Individual,Manual,First Owner,1,Ford,Ford Freestyle,25000.0,2.0
Ford Figo Diesel Celebration Edition,2013,190000,120000,Diesel,Individual,Manual,First Owner,7,Ford,Ford Figo,17142.85714285714,5.0
Maruti Wagon R LXI Minor,2009,150000,70000,Petrol,Individual,Manual,First Owner,11,Maruti,Maruti Wagon,6363.636363636364,21.0
Hyundai Accent GLE,2009,114999,106000,Petrol,Individual,Manual,Third Owner,11,Hyundai,Hyundai Accent,9636.363636363636,1.0
Toyota Innova 2.0 VX 7 Seater,2010,320000,120000,Petrol,Individual,Manual,Third Owner,10,Toyota,Toyota Innova,12000.0,1.0
Maruti Alto 800 CNG LXI Optional,2019,300000,120000,CNG,Individual,Manual,First Owner,1,Maruti,Maruti Alto,120000.0,1.0
Maruti Ritz LXi,2016,275000,160000,Petrol,Individual,Manual,First Owner,4,Maruti,Maruti Ritz,40000.0,2.0
Chevrolet Aveo 1.6 LT with ABS,2010,140000,120000,Petrol,Individual,Manual,Second Owner,10,Chevrolet,Chevrolet Aveo,12000.0,1.0
Tata Altroz XZ,2020,830000,10000,Petrol,Individual,Manual,First Owner,0,Tata,Tata Altroz,10000.0,1.0
Volkswagen Polo SR Petrol 1.2L,2013,380000,50000,Petrol,Individual,Manual,First Owner,7,Volkswagen,Volkswagen Polo,7142.857142857143,1.0
Hyundai i10 Magna 1.2,2010,150000,90000,Petrol,Individual,Manual,Second Owner,10,Hyundai,Hyundai i10,9000.0,4.0
Chevrolet Spark 1.0 LS,2008,50000,70000,Petrol,Individual,Manual,First Owner,12,Chevrolet,Chevrolet Spark,5833.333333333333,12.0
Mahindra Bolero SLX,2008,155000,100000,Diesel,Individual,Manual,First Owner,12,Mahindra,Mahindra Bolero,8333.333333333334,8.0
Skoda Superb 1.8 TFSI MT,2010,300000,80000,Petrol,Individual,Manual,First Owner,10,Skoda,Skoda Superb,8000.0,2.0
Maruti Alto 800 LXI,2018,300000,16584,Petrol,Dealer,Manual,First Owner,2,Maruti,Maruti Alto,8292.0,48.0
Tata Tiago 2019-2020 XE Diesel,2016,385000,38000,Diesel,Dealer,Manual,First Owner,4,Tata,Tata Tiago,9500.0,1.0
Maruti Wagon R LXI,2010,221000,51000,Petrol,Dealer,Manual,First Owner,10,Maruti,Maruti Wagon,5100.0,15.0
Tata Tiago 1.05 Revotorq XE,2016,381000,38000,Diesel,Dealer,Manual,First Owner,4,Tata,Tata Tiago,9500.0,2.0
Maruti Alto 800 LXI,2015,250999,35000,Petrol,Dealer,Manual,First Owner,5,Maruti,Maruti Alto,7000.0,48.0
Hyundai Santro LS zipPlus,2002,60000,120000,Petrol,Individual,Manual,Third Owner,18,Hyundai,Hyundai Santro,6666.666666666667,2.0
Tata Tiago 1.05 Revotorq XE,2016,380000,38000,Diesel,Dealer,Manual,First Owner,4,Tata,Tata Tiago,9500.0,2.0
Skoda Laura L n K 1.9 PD,2008,180000,144000,Diesel,Individual,Manual,Third Owner,12,Skoda,Skoda Laura,12000.0,3.0
Maruti Ciaz ZDi Plus,2017,751000,64000,Diesel,Dealer,Manual,First Owner,3,Maruti,Maruti Ciaz,21333.333333333332,2.0
Mahindra XUV500 AT W10 FWD,2015,1250000,60000,Diesel,Dealer,Automatic,First Owner,5,Mahindra,Mahindra XUV500,12000.0,2.0
Hyundai EON 1.0 Era Plus,2014,229999,65000,Petrol,Dealer,Manual,First Owner,6,Hyundai,Hyundai EON,10833.333333333334,5.0
Tata Safari Storme EX,2019,1250000,24000,Diesel,Individual,Manual,First Owner,1,Tata,Tata Safari,24000.0,4.0
Mahindra Scorpio VLX 2WD BSIV,2014,782000,58000,Diesel,Dealer,Manual,Second Owner,6,Mahindra,Mahindra Scorpio,9666.666666666666,3.0
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2014,780000,58000,Diesel,Dealer,Manual,Second Owner,6,Mahindra,Mahindra Scorpio,9666.666666666666,1.0
Maruti Alto 800 LXI,2016,245000,68000,Petrol,Dealer,Manual,First Owner,4,Maruti,Maruti Alto,17000.0,48.0
Hyundai i20 1.4 CRDi Sportz,2011,321000,81257,Diesel,Dealer,Manual,First Owner,9,Hyundai,Hyundai i20,9028.555555555555,2.0
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,509999,44000,Diesel,Dealer,Manual,First Owner,3,Hyundai,Hyundai Grand,14666.666666666666,2.0
Tata Nano CX SE,2015,110000,45000,Petrol,Dealer,Manual,First Owner,5,Tata,Tata Nano,9000.0,2.0
Volkswagen Polo Diesel Highline 1.2L,2013,400000,75000,Diesel,Dealer,Manual,First Owner,7,Volkswagen,Volkswagen Polo,10714.285714285714,6.0
Maruti Swift VXI,2013,370000,90000,Petrol,Individual,Manual,First Owner,7,Maruti,Maruti Swift,12857.142857142857,10.0
Hyundai Verna CRDi ABS,2007,175000,80000,Diesel,Individual,Manual,Second Owner,13,Hyundai,Hyundai Verna,6153.846153846154,1.0
Mercedes-Benz E-Class 230,1998,1000000,35000,Petrol,Individual,Automatic,Second Owner,22,Mercedes-Benz,Mercedes-Benz E-Class,1590.909090909091,1.0
Maruti Alto 800 LXI,2013,92800,25000,Petrol,Individual,Manual,Second Owner,7,Maruti,Maruti Alto,3571.4285714285716,48.0
Tata Xenon XT EX 4X2,2014,291000,90000,Diesel,Individual,Manual,First Owner,6,Tata,Tata Xenon,15000.0,2.0
Hyundai Verna 1.6 SX CRDi (O),2013,335000,110000,Diesel,Individual,Manual,Third Owner,7,Hyundai,Hyundai Verna,15714.285714285714,14.0
Maruti Omni 8 Seater BSIV,2013,170000,35000,Petrol,Individual,Manual,First Owner,7,Maruti,Maruti Omni,5000.0,2.0
Maruti Alto 800 LXI,2019,295000,10000,Petrol,Individual,Manual,First Owner,1,Maruti,Maruti Alto,10000.0,48.0
Renault KWID RXL,2019,375000,10000,Petrol,Individual,Manual,First Owner,1,Renault,Renault KWID,10000.0,6.0
Hyundai EON Era Plus,2012,215000,70000,Petrol,Individual,Manual,Second Owner,8,Hyundai,Hyundai EON,8750.0,28.0
Ford Fiesta 1.4 ZXi TDCi ABS,2009,150000,110000,Diesel,Individual,Manual,Second Owner,11,Ford,Ford Fiesta,10000.0,2.0
Maruti Alto LXI,2003,60000,5000,Petrol,Individual,Manual,Second Owner,17,Maruti,Maruti Alto,294.11764705882354,4.0
Tata New Safari Dicor EX 4X2 BS IV,2012,280000,110000,Diesel,Individual,Manual,Fourth & Above Owner,8,Tata,Tata New,13750.0,1.0
Toyota Etios VD,2016,450000,50000,Diesel,Individual,Manual,Second Owner,4,Toyota,Toyota Etios,12500.0,7.0
Mahindra XUV500 W7,2018,1150000,58000,Diesel,Individual,Manual,First Owner,2,Mahindra,Mahindra XUV500,29000.0,1.0
Maruti Baleno Delta 1.3,2018,650000,15000,Diesel,Individual,Manual,First Owner,2,Maruti,Maruti Baleno,7500.0,2.0
Tata Zest Revotron 1.2T XE,2015,300000,60000,Petrol,Individual,Manual,Second Owner,5,Tata,Tata Zest,12000.0,4.0
Tata Nano Twist XT,2015,73000,57000,Petrol,Individual,Manual,First Owner,5,Tata,Tata Nano,11400.0,2.0
Maruti Swift VDI BSIV,2015,400000,87000,Diesel,Individual,Manual,Third Owner,5,Maruti,Maruti Swift,17400.0,28.0
Renault KWID 1.0 RXT Optional,2017,300000,70000,Petrol,Individual,Manual,First Owner,3,Renault,Renault KWID,23333.333333333332,14.0
Maruti Wagon R AX,2012,300000,30000,Petrol,Individual,Automatic,Second Owner,8,Maruti,Maruti Wagon,3750.0,1.0
Maruti Swift Dzire VDI,2012,450000,80000,Diesel,Individual,Manual,First Owner,8,Maruti,Maruti Swift,10000.0,54.0
Hyundai Santro Xing GLS,2009,200000,100000,Petrol,Individual,Manual,Second Owner,11,Hyundai,Hyundai Santro,9090.90909090909,20.0
Maruti Swift VXI,2019,580000,40000,Petrol,Individual,Manual,First Owner,1,Maruti,Maruti Swift,40000.0,10.0
Hyundai Grand i10 1.2 Kappa Asta,2017,550000,3917,Petrol,Individual,Manual,First Owner,3,Hyundai,Hyundai Grand,1305.6666666666667,8.0
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,190000,160000,Diesel,Individual,Manual,Second Owner,13,Mahindra,Mahindra Scorpio,12307.692307692309,1.0
Tata Tiago 1.05 Revotorq XT Option,2017,450000,35000,Diesel,Individual,Manual,First Owner,3,Tata,Tata Tiago,11666.666666666666,1.0
Chevrolet Spark 1.0 LS,2014,220000,70000,Petrol,Individual,Manual,First Owner,6,Chevrolet,Chevrolet Spark,11666.666666666666,12.0
Maruti SX4 ZXI MT BSIV,2012,310000,69069,Petrol,Dealer,Manual,First Owner,8,Maruti,Maruti SX4,8633.625,3.0
Hyundai Elite i20 Sportz Plus BSIV,2019,650000,13500,Petrol,Individual,Manual,First Owner,1,Hyundai,Hyundai Elite,13500.0,3.0
Maruti Wagon R Stingray VXI,2014,300000,59059,Petrol,Dealer,Manual,First Owner,6,Maruti,Maruti Wagon,9843.166666666666,4.0
Hyundai Accent Executive,2013,200000,70000,Petrol,Individual,Manual,First Owner,7,Hyundai,Hyundai Accent,10000.0,4.0
Honda Brio S MT,2012,285000,39039,Petrol,Dealer,Manual,First Owner,8,Honda,Honda Brio,4879.875,6.0
Honda Brio Exclusive Edition,2014,335000,33033,Petrol,Dealer,Manual,First Owner,6,Honda,Honda Brio,5505.5,1.0
Hyundai Verna Transform SX VTVT,2011,370000,55168,Petrol,Individual,Manual,Second Owner,9,Hyundai,Hyundai Verna,6129.777777777777,1.0
Hyundai i20 1.2 Sportz,2013,375000,41041,Petrol,Dealer,Manual,First Owner,7,Hyundai,Hyundai i20,5863.0,6.0
Hyundai i10 Magna,2009,235000,67067,Petrol,Dealer,Manual,First Owner,11,Hyundai,Hyundai i10,6097.0,9.0
Hyundai i10 Sportz 1.2 AT,2013,345000,66066,Petrol,Dealer,Automatic,First Owner,7,Hyundai,Hyundai i10,9438.0,3.0
Mahindra Quanto C8,2013,365000,82082,Diesel,Dealer,Manual,First Owner,7,Mahindra,Mahindra Quanto,11726.0,4.0
Hyundai Grand i10 Sportz,2014,400000,48000,Petrol,Individual,Manual,First Owner,6,Hyundai,Hyundai Grand,8000.0,11.0
Hyundai EON D Lite Plus,2015,250000,30000,Petrol,Individual,Manual,First Owner,5,Hyundai,Hyundai EON,6000.0,5.0
Hyundai Verna SX CRDi AT,2012,465000,70070,Diesel,Dealer,Automatic,First Owner,8,Hyundai,Hyundai Verna,8758.75,2.0
Renault KWID RXT,2017,300000,10000,Petrol,Individual,Manual,First Owner,3,Renault,Renault KWID,3333.3333333333335,18.0
Maruti Swift Dzire ZXI 1.2 BS IV,2018,655000,25000,Petrol,Individual,Manual,First Owner,2,Maruti,Maruti Swift,12500.0,1.0
Maruti Wagon R LXI CNG,2016,350000,30000,CNG,Individual,Manual,Second Owner,4,Maruti,Maruti Wagon,7500.0,5.0
Hyundai i10 Sportz 1.2 AT,2015,500000,50000,Petrol,Dealer,Automatic,First Owner,5,Hyundai,Hyundai i10,10000.0,3.0
Hyundai Grand i10 AT Asta,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,5,Hyundai,Hyundai Grand,12612.6,2.0
Maruti Swift VDi BSIII W/ ABS,2008,263000,70000,Diesel,Individual,Manual,First Owner,12,Maruti,Maruti Swift,5833.333333333333,1.0
Maruti Omni MPI STD BSIV,2012,250000,90000,Petrol,Individual,Manual,First Owner,8,Maruti,Maruti Omni,11250.0,6.0
Hyundai Accent GLE 1,1999,60000,90000,Petrol,Individual,Manual,Fourth & Above Owner,21,Hyundai,Hyundai Accent,4285.714285714285,1.0
Hyundai Getz GLX,2005,70000,90000,Petrol,Individual,Manual,Third Owner,15,Hyundai,Hyundai Getz,6000.0,2.0
Honda WR-V i-DTEC VX,2017,650000,140000,Diesel,Individual,Manual,First Owner,3,Honda,Honda WR-V,46666.666666666664,5.0
Hyundai i20 Asta 1.4 CRDi,2014,370000,80000,Diesel,Individual,Manual,Second Owner,6,Hyundai,Hyundai i20,13333.333333333334,10.0
Maruti Swift VDI Optional,2016,509999,40000,Diesel,Individual,Manual,First Owner,4,Maruti,Maruti Swift,10000.0,4.0
Maruti Zen Estilo VXI BSIV,2011,280000,33000,Petrol,Individual,Manual,First Owner,9,Maruti,Maruti Zen,3666.6666666666665,3.0
Maruti A-Star Vxi,2010,180000,40000,Petrol,Individual,Manual,First Owner,10,Maruti,Maruti A-Star,4000.0,7.0
Ford Ecosport 1.5 Petrol Ambiente,2017,650000,6000,Petrol,Individual,Manual,First Owner,3,Ford,Ford Ecosport,2000.0,1.0
Hyundai Verna SX Diesel,2010,200000,78000,Diesel,Dealer,Manual,Second Owner,10,Hyundai,Hyundai Verna,7800.0,4.0
Hyundai Verna SX Diesel,2011,210000,72000,Diesel,Dealer,Manual,Third Owner,9,Hyundai,Hyundai Verna,8000.0,4.0
Tata Nano Cx BSIV,2011,75000,9528,Petrol,Dealer,Manual,First Owner,9,Tata,Tata Nano,1058.6666666666667,2.0
Toyota Innova 2.5 G (Diesel) 8 Seater,2011,450000,135200,Diesel,Dealer,Manual,First Owner,9,Toyota,Toyota Innova,15022.222222222223,6.0
Hyundai i20 1.2 Sportz,2011,220000,58000,Petrol,Dealer,Manual,Second Owner,9,Hyundai,Hyundai i20,6444.444444444444,6.0
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,325000,78000,Diesel,Dealer,Manual,Second Owner,7,Hyundai,Hyundai i20,11142.857142857143,5.0
Tata Zest Revotron 1.2T XE,2018,450000,45000,Petrol,Individual,Manual,First Owner,2,Tata,Tata Zest,22500.0,4.0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,825000,35000,Diesel,Individual,Manual,First Owner,3,Ford,Ford EcoSport,11666.666666666666,6.0
Hyundai Accent GLS,2007,125000,76000,Petrol,Dealer,Manual,Third Owner,13,Hyundai,Hyundai Accent,5846.153846153846,2.0
Mahindra Xylo D2 BS IV,2015,434999,100000,Diesel,Individual,Manual,Third Owner,5,Mahindra,Mahindra Xylo,20000.0,3.0
Mahindra Scorpio SLE BSIV,2011,484999,99000,Diesel,Individual,Manual,Second Owner,9,Mahindra,Mahindra Scorpio,11000.0,6.0
Maruti Ritz VDi,2009,175000,80000,Diesel,Individual,Manual,Third Owner,11,Maruti,Maruti Ritz,7272.727272727273,19.0
Honda Civic 1.8 S MT,2006,220000,120000,Petrol,Individual,Manual,Third Owner,14,Honda,Honda Civic,8571.42857142857,3.0
Honda BR-V i-VTEC VX MT,2020,1250000,1100,Petrol,Dealer,Manual,First Owner,0,Honda,Honda BR-V,1100.0,3.0
Maruti Omni E MPI STD BS IV,2017,215000,34000,Petrol,Dealer,Manual,First Owner,3,Maruti,Maruti Omni,11333.333333333334,7.0
Mahindra XUV500 W6 2WD,2014,625000,68000,Diesel,Dealer,Manual,First Owner,6,Mahindra,Mahindra XUV500,11333.333333333334,13.0
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,615000,15000,Diesel,Individual,Manual,First Owner,2,Ford,Ford EcoSport,7500.0,3.0
Chevrolet Beat Diesel PS,2012,130000,58000,Diesel,Dealer,Manual,First Owner,8,Chevrolet,Chevrolet Beat,7250.0,2.0
Tata Indigo CS eLX BS IV,2013,175000,50300,Diesel,Individual,Manual,First Owner,7,Tata,Tata Indigo,7185.714285714285,1.0
Tata Indigo CR4,2011,150000,70000,Diesel,Individual,Manual,Second Owner,9,Tata,Tata Indigo,7777.777777777777,9.0
Tata Indica Vista TDI LS,2011,195000,60000,Diesel,Individual,Manual,Third Owner,9,Tata,Tata Indica,6666.666666666667,7.0
Maruti Ertiga 1.5 VDI,2020,550000,90000,Diesel,Individual,Manual,First Owner,0,Maruti,Maruti Ertiga,90000.0,2.0
Isuzu D-Max V-Cross Standard,2018,1500000,40000,Diesel,Individual,Manual,First Owner,2,Isuzu,Isuzu D-Max,20000.0,1.0
Skoda Superb 1.8 TFSI MT,2010,400000,80000,Petrol,Individual,Manual,Second Owner,10,Skoda,Skoda Superb,8000.0,2.0
Nissan Kicks XV Premium D BSIV,2019,1350000,15000,Diesel,Individual,Manual,First Owner,1,Nissan,Nissan Kicks,15000.0,1.0
Maruti Swift 1.2 DLX,2015,217000,45000,Petrol,Individual,Manual,First Owner,5,Maruti,Maruti Swift,9000.0,4.0
Maruti Swift VDI BSIV,2011,290000,130000,Diesel,Individual,Manual,Second Owner,9,Maruti,Maruti Swift,14444.444444444445,28.0
Mahindra Bolero Power Plus SLX,2018,700000,80000,Diesel,Individual,Manual,First Owner,2,Mahindra,Mahindra Bolero,40000.0,11.0
Maruti Alto 800 Base,2014,175000,40000,Petrol,Individual,Manual,First Owner,6,Maruti,Maruti Alto,6666.666666666667,3.0
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,575000,80000,Diesel,Individual,Manual,First Owner,3,Volkswagen,Volkswagen Ameo,26666.666666666668,1.0
Maruti Ritz LDi,2016,380000,100000,Diesel,Individual,Manual,Second Owner,4,Maruti,Maruti Ritz,25000.0,6.0
